handle,condition,week,feed_average_toxic,feed_average_constructive,feed_average_severe_toxic,feed_average_identity_attack,feed_average_insult,feed_average_profanity,feed_average_threat,feed_average_affinity,feed_average_compassion,feed_average_curiosity,feed_average_nuance,feed_average_personal_story,feed_average_reasoning,feed_average_respect,feed_average_alienation,feed_average_fearmongering,feed_average_generalization,feed_average_moral_outrage,feed_average_scapegoating,feed_average_sexually_explicit,feed_average_flirtation,feed_average_spam,feed_average_intergroup,feed_average_moral,feed_average_emotion,feed_average_other,feed_average_valence_clf_score,feed_average_is_valence_positive,feed_average_is_valence_negative,feed_average_is_valence_neutral,feed_average_is_sociopolitical,feed_average_is_not_sociopolitical,feed_average_is_political_left,feed_average_is_political_right,feed_average_is_political_moderate,feed_average_is_political_unclear,feed_proportion_toxic,feed_proportion_constructive,feed_proportion_severe_toxic,feed_proportion_identity_attack,feed_proportion_insult,feed_proportion_profanity,feed_proportion_threat,feed_proportion_affinity,feed_proportion_compassion,feed_proportion_curiosity,feed_proportion_nuance,feed_proportion_personal_story,feed_proportion_reasoning,feed_proportion_respect,feed_proportion_alienation,feed_proportion_fearmongering,feed_proportion_generalization,feed_proportion_moral_outrage,feed_proportion_scapegoating,feed_proportion_sexually_explicit,feed_proportion_flirtation,feed_proportion_spam,feed_proportion_intergroup,feed_proportion_moral,feed_proportion_emotion,feed_proportion_other,feed_proportion_valence_clf_score,feed_proportion_is_valence_positive,feed_proportion_is_valence_negative,feed_proportion_is_valence_neutral,feed_proportion_is_sociopolitical,feed_proportion_is_not_sociopolitical,feed_proportion_is_political_left,feed_proportion_is_political_right,feed_proportion_is_political_moderate,feed_proportion_is_political_unclear
atj77.bsky.social,reverse_chronological,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atj77.bsky.social,reverse_chronological,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmostfearus.bsky.social,representative_diversification,1.0,0.158,0.168,0.022,0.039,0.097,0.103,0.021,0.491,0.341,0.286,0.159,0.469,0.168,0.567,0.385,0.576,0.388,0.363,0.479,0.048,0.333,0.222,0.185,0.146,0.266,0.33,0.103,0.392,0.251,0.357,0.305,0.695,0.601,0.078,0.0,0.321,0.093,0.073,0.0,0.014,0.046,0.076,0.005,0.49,0.217,0.15,0.03,0.438,0.073,0.734,0.255,0.624,0.301,0.221,0.452,0.004,0.089,0.161,0.014,0.002,0.019,0.16,,0.392,0.251,0.357,0.305,0.695,0.601,0.078,0.0,0.321
atmostfearus.bsky.social,representative_diversification,2.0,0.118,0.228,0.012,0.06,0.075,0.072,0.009,0.547,0.386,0.274,0.184,0.504,0.228,0.593,0.351,0.379,0.418,0.326,0.428,0.034,0.342,0.296,0.18,0.138,0.271,0.297,,,,,0.385,0.615,1.0,0.0,0.0,0.0,0.077,0.077,0.0,0.0,0.077,0.077,0.0,0.692,0.231,0.077,0.077,0.538,0.077,0.615,0.231,0.462,0.385,0.231,0.385,0.0,0.077,0.231,0.0,0.0,0.0,0.077,,,,,0.385,0.615,1.0,0.0,0.0,0.0
atmostfearus.bsky.social,representative_diversification,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmostfearus.bsky.social,representative_diversification,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmostfearus.bsky.social,representative_diversification,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmostfearus.bsky.social,representative_diversification,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmostfearus.bsky.social,representative_diversification,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmostfearus.bsky.social,representative_diversification,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
augustc.bsky.social,reverse_chronological,1.0,0.142,0.174,0.016,0.028,0.077,0.089,0.027,0.526,0.358,0.346,0.175,0.515,0.174,0.594,0.303,0.471,0.312,0.286,0.383,0.047,0.353,0.241,0.161,0.137,0.304,0.344,0.145,0.49,0.239,0.271,0.197,0.803,0.44,0.074,0.0,0.486,0.076,0.078,0.001,0.002,0.029,0.058,0.009,0.566,0.262,0.249,0.062,0.531,0.078,0.737,0.17,0.473,0.221,0.141,0.309,0.01,0.13,0.193,0.005,0.011,0.082,0.17,,0.49,0.239,0.271,0.197,0.803,0.44,0.074,0.0,0.486
augustc.bsky.social,reverse_chronological,2.0,0.044,0.092,0.001,0.004,0.018,0.014,0.007,0.626,0.242,0.35,0.091,0.407,0.092,0.396,0.521,0.468,0.494,0.416,0.529,0.008,0.321,0.552,0.14,0.134,0.208,0.278,,,,,1.0,0.0,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.333,0.667,0.333,0.333,0.333,0.667,0.0,0.0,0.667,0.0,0.0,0.0,0.0,,,,,1.0,0.0,0.333,0.0,0.0,0.667
augustc.bsky.social,reverse_chronological,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
augustc.bsky.social,reverse_chronological,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
augustc.bsky.social,reverse_chronological,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
augustc.bsky.social,reverse_chronological,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
augustc.bsky.social,reverse_chronological,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
augustc.bsky.social,reverse_chronological,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auroralogan.bsky.social,reverse_chronological,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auroralogan.bsky.social,reverse_chronological,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auroralogan.bsky.social,reverse_chronological,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auroralogan.bsky.social,reverse_chronological,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auroralogan.bsky.social,reverse_chronological,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auroralogan.bsky.social,reverse_chronological,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auroralogan.bsky.social,reverse_chronological,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auroralogan.bsky.social,reverse_chronological,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
austin-g.bsky.social,reverse_chronological,1.0,0.134,0.177,0.014,0.028,0.073,0.084,0.025,0.529,0.363,0.343,0.177,0.514,0.177,0.596,0.3,0.478,0.312,0.283,0.38,0.044,0.354,0.239,0.163,0.136,0.306,0.342,0.142,0.484,0.238,0.277,0.208,0.792,0.398,0.073,0.0,0.528,0.069,0.089,0.0,0.004,0.028,0.049,0.008,0.564,0.272,0.252,0.068,0.54,0.089,0.729,0.168,0.491,0.213,0.13,0.309,0.008,0.134,0.184,0.008,0.013,0.089,0.164,,0.484,0.238,0.277,0.208,0.792,0.398,0.073,0.0,0.528
austin-g.bsky.social,reverse_chronological,2.0,0.013,0.085,0.001,0.003,0.009,0.013,0.006,0.341,0.13,0.072,0.082,0.314,0.085,0.625,0.268,0.326,0.43,0.15,0.328,0.01,0.417,0.432,0.433,0.106,0.167,0.274,,,,,0.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,,,
austin-g.bsky.social,reverse_chronological,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
austin-g.bsky.social,reverse_chronological,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
austin-g.bsky.social,reverse_chronological,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
austin-g.bsky.social,reverse_chronological,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
austin-g.bsky.social,reverse_chronological,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
austin-g.bsky.social,reverse_chronological,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
austin0237.bsky.social,reverse_chronological,1.0,0.142,0.174,0.016,0.028,0.077,0.089,0.027,0.526,0.358,0.346,0.175,0.515,0.174,0.594,0.303,0.471,0.312,0.286,0.383,0.047,0.353,0.241,0.161,0.137,0.304,0.344,0.145,0.49,0.239,0.271,0.197,0.803,0.44,0.074,0.0,0.486,0.076,0.078,0.001,0.002,0.029,0.058,0.009,0.566,0.262,0.249,0.062,0.531,0.078,0.737,0.17,0.473,0.221,0.141,0.309,0.01,0.13,0.193,0.005,0.011,0.082,0.17,,0.49,0.239,0.271,0.197,0.803,0.44,0.074,0.0,0.486
austin0237.bsky.social,reverse_chronological,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
austin0237.bsky.social,reverse_chronological,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
austin0237.bsky.social,reverse_chronological,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
austin0237.bsky.social,reverse_chronological,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
austin0237.bsky.social,reverse_chronological,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
austin0237.bsky.social,reverse_chronological,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
austin0237.bsky.social,reverse_chronological,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
austinbate.bsky.social,reverse_chronological,1.0,0.142,0.174,0.016,0.028,0.077,0.089,0.027,0.526,0.358,0.346,0.175,0.515,0.174,0.594,0.303,0.471,0.312,0.286,0.383,0.047,0.353,0.241,0.161,0.137,0.304,0.344,0.145,0.49,0.239,0.271,0.197,0.803,0.44,0.074,0.0,0.486,0.076,0.078,0.001,0.002,0.029,0.058,0.009,0.566,0.262,0.249,0.062,0.531,0.078,0.737,0.17,0.473,0.221,0.141,0.309,0.01,0.13,0.193,0.005,0.011,0.082,0.17,,0.49,0.239,0.271,0.197,0.803,0.44,0.074,0.0,0.486
austinbate.bsky.social,reverse_chronological,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
austinbate.bsky.social,reverse_chronological,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
austinbate.bsky.social,reverse_chronological,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
austinbate.bsky.social,reverse_chronological,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
austinbate.bsky.social,reverse_chronological,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
austinbate.bsky.social,reverse_chronological,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
austinbate.bsky.social,reverse_chronological,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
austinharris.bsky.social,reverse_chronological,1.0,0.135,0.181,0.015,0.028,0.074,0.084,0.025,0.531,0.366,0.34,0.179,0.514,0.181,0.599,0.298,0.475,0.313,0.282,0.379,0.044,0.355,0.242,0.164,0.137,0.305,0.342,0.145,0.485,0.235,0.28,0.209,0.791,0.407,0.061,0.0,0.532,0.07,0.092,0.0,0.005,0.029,0.049,0.008,0.568,0.275,0.249,0.069,0.541,0.092,0.736,0.168,0.486,0.212,0.128,0.303,0.008,0.14,0.19,0.007,0.013,0.086,0.161,,0.485,0.235,0.28,0.209,0.791,0.407,0.061,0.0,0.532
austinharris.bsky.social,reverse_chronological,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
austinharris.bsky.social,reverse_chronological,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
austinharris.bsky.social,reverse_chronological,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
austinharris.bsky.social,reverse_chronological,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
austinharris.bsky.social,reverse_chronological,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
austinharris.bsky.social,reverse_chronological,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
austinharris.bsky.social,reverse_chronological,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ava-stacy.bsky.social,reverse_chronological,1.0,0.136,0.18,0.015,0.028,0.074,0.085,0.025,0.529,0.364,0.338,0.178,0.513,0.18,0.597,0.299,0.474,0.313,0.283,0.38,0.045,0.355,0.242,0.163,0.137,0.304,0.342,0.14,0.481,0.24,0.279,0.21,0.79,0.398,0.066,0.0,0.536,0.072,0.091,0.0,0.005,0.028,0.052,0.008,0.562,0.274,0.245,0.067,0.539,0.091,0.733,0.169,0.485,0.212,0.13,0.305,0.008,0.139,0.188,0.007,0.013,0.084,0.162,,0.481,0.24,0.279,0.21,0.79,0.398,0.066,0.0,0.536
ava-stacy.bsky.social,reverse_chronological,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ava-stacy.bsky.social,reverse_chronological,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ava-stacy.bsky.social,reverse_chronological,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ava-stacy.bsky.social,reverse_chronological,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ava-stacy.bsky.social,reverse_chronological,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ava-stacy.bsky.social,reverse_chronological,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ava-stacy.bsky.social,reverse_chronological,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avachristopher.bsky.social,reverse_chronological,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avachristopher.bsky.social,reverse_chronological,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avachristopher.bsky.social,reverse_chronological,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avachristopher.bsky.social,reverse_chronological,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avachristopher.bsky.social,reverse_chronological,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avachristopher.bsky.social,reverse_chronological,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avachristopher.bsky.social,reverse_chronological,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avachristopher.bsky.social,reverse_chronological,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avajude.bsky.social,reverse_chronological,1.0,0.136,0.18,0.015,0.028,0.074,0.085,0.025,0.529,0.364,0.338,0.178,0.513,0.18,0.597,0.299,0.474,0.313,0.283,0.38,0.045,0.355,0.242,0.163,0.137,0.304,0.342,0.14,0.481,0.24,0.279,0.21,0.79,0.398,0.066,0.0,0.536,0.072,0.091,0.0,0.005,0.028,0.052,0.008,0.562,0.274,0.245,0.067,0.539,0.091,0.733,0.169,0.485,0.212,0.13,0.305,0.008,0.139,0.188,0.007,0.013,0.084,0.162,,0.481,0.24,0.279,0.21,0.79,0.398,0.066,0.0,0.536
avajude.bsky.social,reverse_chronological,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avajude.bsky.social,reverse_chronological,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avajude.bsky.social,reverse_chronological,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avajude.bsky.social,reverse_chronological,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avajude.bsky.social,reverse_chronological,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avajude.bsky.social,reverse_chronological,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avajude.bsky.social,reverse_chronological,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avales.bsky.social,representative_diversification,1.0,0.154,0.168,0.021,0.039,0.094,0.1,0.02,0.489,0.345,0.293,0.157,0.467,0.168,0.575,0.377,0.574,0.378,0.358,0.472,0.048,0.337,0.221,0.185,0.147,0.267,0.329,0.105,0.397,0.247,0.356,0.323,0.677,0.558,0.095,0.0,0.346,0.087,0.07,0.0,0.012,0.044,0.073,0.005,0.48,0.226,0.167,0.031,0.428,0.07,0.739,0.234,0.621,0.287,0.211,0.443,0.004,0.094,0.161,0.015,0.002,0.019,0.154,,0.397,0.247,0.356,0.323,0.677,0.558,0.095,0.0,0.346
avales.bsky.social,representative_diversification,2.0,0.118,0.228,0.012,0.06,0.075,0.072,0.009,0.547,0.386,0.274,0.184,0.504,0.228,0.593,0.351,0.379,0.418,0.326,0.428,0.034,0.342,0.296,0.18,0.138,0.271,0.297,,,,,0.385,0.615,1.0,0.0,0.0,0.0,0.077,0.077,0.0,0.0,0.077,0.077,0.0,0.692,0.231,0.077,0.077,0.538,0.077,0.615,0.231,0.462,0.385,0.231,0.385,0.0,0.077,0.231,0.0,0.0,0.0,0.077,,,,,0.385,0.615,1.0,0.0,0.0,0.0
avales.bsky.social,representative_diversification,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avales.bsky.social,representative_diversification,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avales.bsky.social,representative_diversification,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avales.bsky.social,representative_diversification,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avales.bsky.social,representative_diversification,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avales.bsky.social,representative_diversification,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avan-a.bsky.social,reverse_chronological,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avan-a.bsky.social,reverse_chronological,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avan-a.bsky.social,reverse_chronological,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avan-a.bsky.social,reverse_chronological,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avan-a.bsky.social,reverse_chronological,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avan-a.bsky.social,reverse_chronological,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avan-a.bsky.social,reverse_chronological,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avan-a.bsky.social,reverse_chronological,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avansino.bsky.social,reverse_chronological,1.0,0.136,0.18,0.015,0.028,0.074,0.085,0.025,0.529,0.364,0.338,0.178,0.513,0.18,0.597,0.299,0.474,0.313,0.283,0.38,0.045,0.355,0.242,0.163,0.137,0.304,0.342,0.14,0.481,0.24,0.279,0.21,0.79,0.398,0.066,0.0,0.536,0.072,0.091,0.0,0.005,0.028,0.052,0.008,0.562,0.274,0.245,0.067,0.539,0.091,0.733,0.169,0.485,0.212,0.13,0.305,0.008,0.139,0.188,0.007,0.013,0.084,0.162,,0.481,0.24,0.279,0.21,0.79,0.398,0.066,0.0,0.536
avansino.bsky.social,reverse_chronological,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avansino.bsky.social,reverse_chronological,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avansino.bsky.social,reverse_chronological,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avansino.bsky.social,reverse_chronological,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avansino.bsky.social,reverse_chronological,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avansino.bsky.social,reverse_chronological,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avansino.bsky.social,reverse_chronological,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
