linkid,link,sociopolitical,ideology,partisan,metadata,source_feed
175,https://bsky.app/profile/grudgie.bsky.social/post/3krtop2t3cm2r,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
176,https://bsky.app/profile/billcorbett.bsky.social/post/3kred2x7o522y,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
177,https://bsky.app/profile/atrupar.bsky.social/post/3krekvj5mds2i,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
178,https://bsky.app/profile/kenklippenstein.bsky.social/post/3krjtni77vc2r,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
179,https://bsky.app/profile/notalawyer.bsky.social/post/3krflxpzy2d24,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
180,https://bsky.app/profile/audrelawdamercy.bsky.social/post/3krmjf722nk22,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
181,https://bsky.app/profile/scalzi.com/post/3krh4f6q7qc2l,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
182,https://bsky.app/profile/davidho.bsky.social/post/3krlfl5f6cy2d,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
183,https://bsky.app/profile/sailorrooscout.bsky.social/post/3krofrnsqzh2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
184,https://bsky.app/profile/jmijin.bsky.social/post/3krhtw3lxii2s,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
185,https://bsky.app/profile/theonion.com/post/3krm2iweles2k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
186,https://bsky.app/profile/tomscocca.bsky.social/post/3krohxq6oh526,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
187,https://bsky.app/profile/cmpriest.bsky.social/post/3krn5kki3uk2v,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
188,https://bsky.app/profile/davidjroth.bsky.social/post/3krgqcrmhu22w,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
189,https://bsky.app/profile/wagatwe.com/post/3krlnny6lek2k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
190,https://bsky.app/profile/daveweigel.bsky.social/post/3krkbpt3f3s2k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
191,https://bsky.app/profile/lulaoficial.bsky.social/post/3krjgyyakq52i,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
192,https://bsky.app/profile/radicalgraffiti.bsky.social/post/3kroqefutkp2g,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
193,https://bsky.app/profile/spavel.bsky.social/post/3krlkmu2mmk2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
194,https://bsky.app/profile/pwnallthethings.bsky.social/post/3kriwgilp7s2w,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
195,https://bsky.app/profile/volksverpetzer.de/post/3kre5p6psys2q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
196,https://bsky.app/profile/danialzahoor.site/post/3krmqcsmjzc2z,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
197,https://bsky.app/profile/herrhilfreich.bsky.social/post/3krlb4fpaql2s,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
198,https://bsky.app/profile/jbouie.bsky.social/post/3krhmtx7nt22u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
199,https://bsky.app/profile/meltedbadger.bsky.social/post/3krj5khscac24,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
200,https://bsky.app/profile/lulaoficial.bsky.social/post/3krgygrebwk2i,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
201,https://bsky.app/profile/kaatokunart.bsky.social/post/3krmqtufqr52s,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
202,https://bsky.app/profile/aniceburrito.bsky.social/post/3krrbqcsutl2p,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
203,https://bsky.app/profile/secretaboutbox.bsky.social/post/3krlx2nksc22g,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
204,https://bsky.app/profile/sesmith.bsky.social/post/3krfpl75b7c2x,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
205,https://bsky.app/profile/juergenzimmerer.bsky.social/post/3krtyi5p7dk2x,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
206,https://bsky.app/profile/catbus.bsky.social/post/3krk3h4sc5k2o,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
207,https://bsky.app/profile/hannah.the-void.social/post/3krjb6qvrcc23,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
208,https://bsky.app/profile/bencollins.bsky.social/post/3krju6cuwdc2k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
209,https://bsky.app/profile/lulaoficial.bsky.social/post/3krjb6hhsae2t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
210,https://bsky.app/profile/bodegacats.bsky.social/post/3krt2bjykxg2l,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
211,https://bsky.app/profile/kevinmkruse.bsky.social/post/3krhay5ticr2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
212,https://bsky.app/profile/secase.bsky.social/post/3krhees5u5s2f,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
213,https://bsky.app/profile/tikkunolamunist.bsky.social/post/3krlhd4fy3c2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
214,https://bsky.app/profile/luckytran.bsky.social/post/3krp6g7lmo42k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
215,https://bsky.app/profile/swolecialism.bsky.social/post/3krmhctva6k2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
216,https://bsky.app/profile/coachfinstock.bsky.social/post/3krfjuv6mkc22,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
217,https://bsky.app/profile/abigaillarson.bsky.social/post/3krmfg73pac2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
218,https://bsky.app/profile/ohrobin.bsky.social/post/3krkdew7dh22f,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
219,https://bsky.app/profile/pattymo.com/post/3krpevc7qnc2q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
220,https://bsky.app/profile/jbouie.bsky.social/post/3krlz4xygkc2a,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
221,https://bsky.app/profile/theonion.com/post/3krtnfom5ao2k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
222,https://bsky.app/profile/bombsfall.bsky.social/post/3krnqdjfuln2k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
223,https://bsky.app/profile/mcsweeneys.bsky.social/post/3krjapa2pqt2l,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
224,https://bsky.app/profile/aellalabrys.bsky.social/post/3krocy6ag5l2y,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
225,https://bsky.app/profile/abigaillarson.bsky.social/post/3krtkylci222n,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
226,https://bsky.app/profile/publichealth.bsky.social/post/3krj2ahr2xs2k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
227,https://bsky.app/profile/fishtopher.bsky.social/post/3krk6qsvpil26,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
228,https://bsky.app/profile/dappermouth.bsky.social/post/3krjx3riquc2l,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
229,https://bsky.app/profile/catbus.bsky.social/post/3krfazuukjw2l,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
230,https://bsky.app/profile/kenwhite.bsky.social/post/3krgysihhf22e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
231,https://bsky.app/profile/tsulala.bsky.social/post/3krhvym5txs2o,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
232,https://bsky.app/profile/coastalhistory.bsky.social/post/3krrwgxk6gt27,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
233,https://bsky.app/profile/tsulala.bsky.social/post/3krtf2uifyp2f,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
234,https://bsky.app/profile/acab4cutie.top/post/3krkw2lzzx32e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
235,https://bsky.app/profile/mattseybold.bsky.social/post/3krsyormcsd2z,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
236,https://bsky.app/profile/rvbdrm.com/post/3krfbyd34hs2a,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
237,https://bsky.app/profile/eliyudin.bsky.social/post/3krnewglinz2n,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
238,https://bsky.app/profile/parismarx.bsky.social/post/3krosaatrdh2f,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
239,https://bsky.app/profile/scalzi.com/post/3krmetrpbzl2v,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
240,https://bsky.app/profile/tomgauld.bsky.social/post/3krq7rm7ofs2u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
241,https://bsky.app/profile/themountaingoats.bsky.social/post/3krrjptdvfk2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
242,https://bsky.app/profile/lulaoficial.bsky.social/post/3krqu27ygnk2t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
243,https://bsky.app/profile/marisakabas.bsky.social/post/3krtkxlwydd2q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
244,https://bsky.app/profile/bodegacats.bsky.social/post/3krfl2o2idk2m,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
245,https://bsky.app/profile/djlavoie.bsky.social/post/3krkmeb7wns27,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
246,https://bsky.app/profile/polgreen.bsky.social/post/3kroqkvznzc25,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
247,https://bsky.app/profile/nickjbrumfield.bsky.social/post/3krtnelqaak22,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
248,https://bsky.app/profile/cheesecakechik.bsky.social/post/3krl5e43lur2j,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
249,https://bsky.app/profile/jakei.bsky.social/post/3krfp4dmxdd2t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
250,https://bsky.app/profile/adamrothman.bsky.social/post/3krmydj5lp72h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
251,https://bsky.app/profile/tocodot.bsky.social/post/3krqijw37al2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
252,https://bsky.app/profile/self.agency/post/3krjfjkqmn626,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
253,https://bsky.app/profile/tocodot.bsky.social/post/3krsm63gmuh2s,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
254,https://bsky.app/profile/kjhealy.bsky.social/post/3krtwzn7bmt2s,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
255,https://bsky.app/profile/donmoyn.bsky.social/post/3krlwtlwiic2g,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
256,https://bsky.app/profile/paleofuture.bsky.social/post/3krrpexgtnc2t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
257,https://bsky.app/profile/bencollins.bsky.social/post/3kroskh53fg2z,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
258,https://bsky.app/profile/michaelhobbes.bsky.social/post/3krenn7hdmk24,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
259,https://bsky.app/profile/tkingfisher.bsky.social/post/3krjh4ir3fk2q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
260,https://bsky.app/profile/bubbaprog.ilovecitr.us/post/3krfh7cjbzd2t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
261,https://bsky.app/profile/juicysteak117.gay/post/3krhi2objo22y,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
262,https://bsky.app/profile/elleisanisland.bsky.social/post/3krreorrxcs2d,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
263,https://bsky.app/profile/theradr.bsky.social/post/3krqsa7zhrk27,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
264,https://bsky.app/profile/xkcd.com/post/3krn3l7f4pr2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
265,https://bsky.app/profile/iboudreau.bsky.social/post/3krt7ap6ool2u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
266,https://bsky.app/profile/ellearmageddon.bsky.social/post/3krfkkfdmgc2i,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
267,https://bsky.app/profile/frieren.websunday.net/post/3krsv2ucd2p2m,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
268,https://bsky.app/profile/catsofyore.bsky.social/post/3krpccqrwim2v,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
269,https://bsky.app/profile/bodegacats.bsky.social/post/3kriwy6liek22,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
270,https://bsky.app/profile/coachfinstock.bsky.social/post/3krpdvwwrbk2m,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
271,https://bsky.app/profile/mtsw.bsky.social/post/3krgrsp5moc2g,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
272,https://bsky.app/profile/billcorbett.bsky.social/post/3krlmjwym4x2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
273,https://bsky.app/profile/espiers.bsky.social/post/3krrkm6j7v22u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
274,https://bsky.app/profile/mattseybold.bsky.social/post/3krsxlwcmil2r,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
275,https://bsky.app/profile/bencollins.bsky.social/post/3krguaeudud2k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
276,https://bsky.app/profile/kimkelly.bsky.social/post/3krh5u2i2yk2q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
277,https://bsky.app/profile/rincewind.run/post/3krjs7sfysg2b,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
278,https://bsky.app/profile/ryanlcooper.com/post/3kriykrm3ek2c,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
279,https://bsky.app/profile/gbbranstetter.bsky.social/post/3krfdpi4oms27,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
280,https://bsky.app/profile/gonebabygone.bsky.social/post/3krmbrem7ak2u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
281,https://bsky.app/profile/gonebabygone.bsky.social/post/3krednu734c24,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
282,https://bsky.app/profile/lianabrooks.bsky.social/post/3krk3s4rbaj2f,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
283,https://bsky.app/profile/acab4cutie.top/post/3krk2bnye4l2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
284,https://bsky.app/profile/goodboy.bsky.social/post/3krjmf4fpzs2i,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
285,https://bsky.app/profile/kenwhite.bsky.social/post/3kro4raerna2x,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
286,https://bsky.app/profile/astrokatie.com/post/3krporg7ouc2i,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
287,https://bsky.app/profile/bubbaprog.ilovecitr.us/post/3krknhodcic2l,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
288,https://bsky.app/profile/mostlybree.bsky.social/post/3krpc6pwefj24,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
289,https://bsky.app/profile/judysquirrels.bsky.social/post/3krflwuo7nc2l,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
290,https://bsky.app/profile/kevinmkruse.bsky.social/post/3krotgk2pf22v,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
291,https://bsky.app/profile/helenkennedy.bsky.social/post/3krlvimyezt2c,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
292,https://bsky.app/profile/leavittalone.bsky.social/post/3krmtjy6qop2c,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
293,https://bsky.app/profile/theonion.com/post/3krtqy3l4cc2d,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
294,https://bsky.app/profile/rincewind.run/post/3krotfn5vnk2k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
295,https://bsky.app/profile/bodegacats.bsky.social/post/3krrqzjh3me2g,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
296,https://bsky.app/profile/pashion.bsky.social/post/3krm3bunzjj23,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
297,https://bsky.app/profile/blerdmommy.bsky.social/post/3krgwrd24lk22,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
298,https://bsky.app/profile/hanvoi.bsky.social/post/3krpz6iqspl2o,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
299,https://bsky.app/profile/josephcox.bsky.social/post/3krgwscfqsc2s,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
300,https://bsky.app/profile/nocontexttrek1.bsky.social/post/3krhlxcunvk2m,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
301,https://bsky.app/profile/rincewind.run/post/3krs7al3jsy2n,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
302,https://bsky.app/profile/notalawyer.bsky.social/post/3kror2zwk7326,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
303,https://bsky.app/profile/jefthesecondmbv.bsky.social/post/3krhr2bdbfk2y,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
304,https://bsky.app/profile/thielman.bsky.social/post/3krfdclxsok24,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
305,https://bsky.app/profile/marawilson.bsky.social/post/3krlzenhtlt2r,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
306,https://bsky.app/profile/donmoyn.bsky.social/post/3krmo73mztc26,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
307,https://bsky.app/profile/nobodysholm.bsky.social/post/3krk4pbvuas25,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
308,https://bsky.app/profile/dell.bsky.social/post/3krp7uomx532s,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
309,https://bsky.app/profile/wolvendamien.bsky.social/post/3krqr6owzq726,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
310,https://bsky.app/profile/oku-1.bsky.social/post/3kropo2cu6z2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
311,https://bsky.app/profile/thelifeofsharks.bsky.social/post/3krqm73hk7s2t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
312,https://bsky.app/profile/ironspike.bsky.social/post/3krm3y343pa2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
313,https://bsky.app/profile/pussyfullawasps.bsky.social/post/3krgutzw7542e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
314,https://bsky.app/profile/ryanlcooper.com/post/3krf4ug6lw224,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
315,https://bsky.app/profile/petersagal.bsky.social/post/3krlukwqvyd2r,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
316,https://bsky.app/profile/tocodot.bsky.social/post/3kru4buzk4o2x,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
317,https://bsky.app/profile/cait.bsky.social/post/3krtjpoed7w2k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
318,https://bsky.app/profile/jenebbeler.bsky.social/post/3krouf3oy3d26,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
319,https://bsky.app/profile/wagatwe.com/post/3krgioa75c224,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
320,https://bsky.app/profile/cait.bsky.social/post/3krqrxdmv2u2g,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
321,https://bsky.app/profile/rosemarymosco.com/post/3krgvb7rlm22i,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
322,https://bsky.app/profile/alexwenzel.bsky.social/post/3krhbhutgmc2d,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
323,https://bsky.app/profile/joshuajfriedman.com/post/3krkmap4zkk24,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
324,https://bsky.app/profile/audrelawdamercy.bsky.social/post/3krfez3ctas2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
325,https://bsky.app/profile/nycsouthpaw.bsky.social/post/3krhesmqjac2p,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
326,https://bsky.app/profile/dril.bsky.social/post/3krs4eqe24r2i,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
327,https://bsky.app/profile/sethcotlar.bsky.social/post/3krklukji3j2d,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
328,https://bsky.app/profile/bsky.app/post/3krreazpfpu2t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
329,https://bsky.app/profile/bencollins.bsky.social/post/3krh7f4mkac2k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
330,https://bsky.app/profile/mauraquint.bsky.social/post/3krhv65nvjc2w,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
331,https://bsky.app/profile/lubchansky.bsky.social/post/3krtbh4abqb2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
332,https://bsky.app/profile/existentialcomics.bsky.social/post/3krexyc57oc2g,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
333,https://bsky.app/profile/bsky.app/post/3krgwqgwgkc2k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
334,https://bsky.app/profile/themckenziest.gay/post/3krjrnn4plc2c,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
335,https://bsky.app/profile/juicysteak117.gay/post/3krfkyfh3pc24,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
336,https://bsky.app/profile/andrecarrington.bsky.social/post/3krm74nsyk22e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
337,https://bsky.app/profile/bencollins.bsky.social/post/3krf5rdv6rc2y,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
338,https://bsky.app/profile/mommunism.bsky.social/post/3krln4o5vyl2m,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
339,https://bsky.app/profile/aaroncynic.bsky.social/post/3krrhcggdbx22,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
340,https://bsky.app/profile/sjjphd.bsky.social/post/3krqrkqvbpx2q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
341,https://bsky.app/profile/gonebabygone.bsky.social/post/3krmkodybgd2x,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
342,https://bsky.app/profile/kenwhite.bsky.social/post/3krhclguchc2g,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
343,https://bsky.app/profile/bencollins.bsky.social/post/3krhf6cxrau2b,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
344,https://bsky.app/profile/lawprofblawg.bsky.social/post/3krrztroelq2v,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
345,https://bsky.app/profile/nora.zone/post/3krlqqu3zuk2z,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
346,https://bsky.app/profile/jbouie.bsky.social/post/3kru2e77ail2a,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
347,https://bsky.app/profile/gbbranstetter.bsky.social/post/3krp6oogik726,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
348,https://bsky.app/profile/asherelbein.bsky.social/post/3kre7kbvoc22e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
