,link,civic_label,political_label,civic_hand_label,political_ideology_hand_label
259,https://bsky.app/profile/friede.bsky.social/post/3kntkevzxls2n,not civic,unclear,not civic,
260,https://bsky.app/profile/ohnoshetwitnt.bsky.social/post/3knswltbh2622,civic,left-leaning,civic,left-leaning
261,https://bsky.app/profile/lindaholmes.bsky.social/post/3knswfyabn22j,not civic,unclear,not civic,
262,https://bsky.app/profile/gabino.bsky.social/post/3knt53kzb2s2b,not civic,unclear,not civic,
263,https://bsky.app/profile/its.cassie.baby/post/3kntjyscy5n2v,civic,left-leaning,civic,left-leaning
264,https://bsky.app/profile/jameeljaffer.bsky.social/post/3knst4cru622w,not civic,unclear,civic,left-leaning
265,https://bsky.app/profile/scalzi.com/post/3kntditajde2r,not civic,unclear,not civic,
266,https://bsky.app/profile/xoxogossipgita.bsky.social/post/3knubczrxdt2i,not civic,unclear,not civic,
267,https://bsky.app/profile/mmasnick.bsky.social/post/3kntbjfyh7t2a,not civic,unclear,civic,right-leaning
268,https://bsky.app/profile/phillewis.bsky.social/post/3knt32qath22s,not civic,unclear,not civic,
269,https://bsky.app/profile/sethcotlar.bsky.social/post/3knt5mr4qlk2s,civic,left-leaning,civic,left-leaning
270,https://bsky.app/profile/actualandyrichter.bsky.social/post/3kntbmc3wkt2a,not civic,unclear,not civic,
271,https://bsky.app/profile/restingdinoface.bsky.social/post/3knsxeltlvg24,not civic,unclear,civic,left-leaning
272,https://bsky.app/profile/porkchophair.bsky.social/post/3knsz2eo74o22,not civic,unclear,not civic,
273,https://bsky.app/profile/rincewind.run/post/3kntgzothvp2q,civic,left-leaning,civic,left-leaning
274,https://bsky.app/profile/prufrockluvsong.bsky.social/post/3kntpdn7ewc26,not civic,unclear,not civic,
275,https://bsky.app/profile/lamhfada.bsky.social/post/3knsu7us5hm2i,civic,left-leaning,civic,left-leaning
276,https://bsky.app/profile/kilgoretrout.bsky.social/post/3kntt5cgf6k25,not civic,unclear,not civic,
277,https://bsky.app/profile/tomtomorrow.bsky.social/post/3kntijqusvs2r,not civic,unclear,not civic,
278,https://bsky.app/profile/premeemohamed.com/post/3knuanjgw4l22,not civic,unclear,not civic,
279,https://bsky.app/profile/astrokatie.com/post/3kntc4ibc3322,not civic,unclear,not civic,
280,https://bsky.app/profile/pairofclaws.bsky.social/post/3knszuwxg2s2h,not civic,unclear,not civic,
281,https://bsky.app/profile/mondomascots.bsky.social/post/3kntwnnbyzx2t,not civic,unclear,not civic,
282,https://bsky.app/profile/mmasnick.bsky.social/post/3kntpzl7u7k2g,civic,left-leaning,civic,left-leaning
283,https://bsky.app/profile/notalawyer.bsky.social/post/3kntshvvg6s2h,not civic,unclear,not civic,
284,https://bsky.app/profile/pardoguerra.bsky.social/post/3knu6hlwo422n,not civic,unclear,not civic,
285,https://bsky.app/profile/tkingfisher.bsky.social/post/3kn73hc2wrt2r,not civic,unclear,not civic,
286,https://bsky.app/profile/clairewillett.bsky.social/post/3kntjz2ev432z,not civic,unclear,not civic,
287,https://bsky.app/profile/lukeoneil47.bsky.social/post/3kntrt7opp62r,not civic,unclear,not civic,
288,https://bsky.app/profile/mayawest.online/post/3knu2ati2zk2c,civic,left-leaning,civic,left-leaning
289,https://bsky.app/profile/secretaboutbox.bsky.social/post/3knu22hsenq2d,civic,left-leaning,civic,left-leaning
290,https://bsky.app/profile/amalelmohtar.com/post/3kntqlaet2j2a,not civic,unclear,not civic,
291,https://bsky.app/profile/chucktingle.bsky.social/post/3kntf2owugs2q,not civic,unclear,not civic,
292,https://bsky.app/profile/jeffgerstmann.com/post/3knu6hlng7c2r,not civic,unclear,not civic,
293,https://bsky.app/profile/juniorhoncho.bsky.social/post/3knsu5ok6v22q,not civic,unclear,not civic,
294,https://bsky.app/profile/nameshiv.bsky.social/post/3knsvay72kk22,not civic,unclear,not civic,
295,https://bsky.app/profile/kimhu.bsky.social/post/3knt2i6t4km2c,not civic,unclear,not civic,
296,https://bsky.app/profile/rincewind.run/post/3kns5cpzyyd2r,not civic,unclear,not civic,
297,https://bsky.app/profile/rusty.todayintabs.com/post/3kntvqmqxhu2p,civic,left-leaning,civic,left-leaning
298,https://bsky.app/profile/theciscokidder.bsky.social/post/3knt7ieeafx2t,not civic,unclear,not civic,
299,https://bsky.app/profile/womensart1.bsky.social/post/3knslk23gk52w,not civic,unclear,not civic,
300,https://bsky.app/profile/paulgcornish.bsky.social/post/3knsux5iyet2h,not civic,unclear,not civic,
301,https://bsky.app/profile/profmusgrave.bsky.social/post/3knudi2la4u2r,not civic,unclear,not civic,
302,https://bsky.app/profile/cait.bsky.social/post/3knu3yxy66u24,not civic,unclear,not civic,
303,https://bsky.app/profile/clairewillett.bsky.social/post/3knttyg5wp32i,civic,left-leaning,civic,left-leaning
304,https://bsky.app/profile/wolvendamien.bsky.social/post/3knthj24stk22,civic,left-leaning,civic,left-leaning
305,https://bsky.app/profile/karlbode.bsky.social/post/3knszi55xch2c,civic,left-leaning,civic,left-leaning
306,https://bsky.app/profile/scumbelievable.bsky.social/post/3kntc7sey6p25,not civic,unclear,not civic,
307,https://bsky.app/profile/iboudreau.bsky.social/post/3kntbb7itdh2l,not civic,unclear,not civic,
308,https://bsky.app/profile/catbus.bsky.social/post/3kns3uoaf3i2i,not civic,unclear,not civic,
309,https://bsky.app/profile/trans.bsky.social/post/3kns5og44wd23,not civic,unclear,not civic,
310,https://bsky.app/profile/amyhoy.bsky.social/post/3knt5dgqdr42k,not civic,unclear,not civic,
311,https://bsky.app/profile/ruemcclammyhand.bsky.social/post/3kntufjhlwo2i,civic,left-leaning,civic,left-leaning
312,https://bsky.app/profile/brendelbored.bsky.social/post/3knu6bmjbft2h,not civic,unclear,not civic,
313,https://bsky.app/profile/profmusgrave.bsky.social/post/3kntqadjt5j2q,civic,left-leaning,civic,left-leaning
314,https://bsky.app/profile/brianklaas.bsky.social/post/3kntizxxzis23,civic,left-leaning,civic,left-leaning
315,https://bsky.app/profile/premeemohamed.com/post/3kntoprggtl2u,not civic,unclear,not civic,
316,https://bsky.app/profile/npr.org/post/3kntix5jcnv2n,not civic,unclear,not civic,
317,https://bsky.app/profile/joshgondelman.bsky.social/post/3kntk7ajpdm2k,not civic,unclear,not civic,
318,https://bsky.app/profile/propcazhpm.bsky.social/post/3knsia7ym2o2v,not civic,unclear,civic,left-leaning
319,https://bsky.app/profile/kenwhite.bsky.social/post/3kntdez6eas2o,not civic,unclear,not civic,
320,https://bsky.app/profile/charliejane.bsky.social/post/3kntojyhnhs2u,not civic,unclear,not civic,
321,https://bsky.app/profile/femin.ized.gay/post/3knucom2dxc2x,civic,left-leaning,civic,left-leaning
322,https://bsky.app/profile/atherton.bsky.social/post/3knttpz7an22q,civic,left-leaning,civic,left-leaning
323,https://bsky.app/profile/shoegaze-dad.bsky.social/post/3kns5agfxfk2o,not civic,unclear,not civic,
324,https://bsky.app/profile/danglinghemmie.bsky.social/post/3knsyfunqws2r,not civic,unclear,not civic,
325,https://bsky.app/profile/uncleduke1969.bsky.social/post/3knta6xhclu26,not civic,unclear,not civic,
326,https://bsky.app/profile/gonebabygone.bsky.social/post/3knttvqsy3e2a,not civic,unclear,civic,left-leaning
327,https://bsky.app/profile/wolfyama.bsky.social/post/3kntqgzunkk2s,not civic,unclear,not civic,
328,https://bsky.app/profile/marshwort.bsky.social/post/3kns2pzdkcl26,not civic,unclear,civic,left-leaning
329,https://bsky.app/profile/xoxogossipgita.bsky.social/post/3knrz5izukv2n,not civic,unclear,not civic,
330,https://bsky.app/profile/lookitup.baby/post/3knrzbrrqun24,not civic,unclear,civic,left-leaning
331,https://bsky.app/profile/jbouie.bsky.social/post/3knsy3i6gwk2z,civic,left-leaning,not civic,
332,https://bsky.app/profile/premeemohamed.com/post/3kntoz735kk2i,not civic,unclear,not civic,
333,https://bsky.app/profile/blueheronfarm.bsky.social/post/3knss2beug22x,not civic,unclear,not civic,
334,https://bsky.app/profile/lubchansky.bsky.social/post/3kntwr2iba32j,not civic,unclear,not civic,
335,https://bsky.app/profile/jbouie.bsky.social/post/3knt276ygec2j,civic,left-leaning,not civic,
336,https://bsky.app/profile/swin24.bsky.social/post/3knt3fuzlf42k,not civic,unclear,not civic,
337,https://bsky.app/profile/comicsinthega.bsky.social/post/3knttnzaw7t2a,civic,left-leaning,civic,left-leaning
338,https://bsky.app/profile/rosalarian.bsky.social/post/3kntim6ude22q,not civic,unclear,not civic,
339,https://bsky.app/profile/clairewillett.bsky.social/post/3kntgluq5y22a,not civic,unclear,civic,left-leaning
340,https://bsky.app/profile/xoxogossipgita.bsky.social/post/3kntfitdalc22,not civic,unclear,not civic,
341,https://bsky.app/profile/chantalalive.bsky.social/post/3kntip4zk7d2e,civic,left-leaning,civic,left-leaning
342,https://bsky.app/profile/clairewillett.bsky.social/post/3knsabmagcd22,not civic,unclear,not civic,
343,https://bsky.app/profile/jefftiedrich.bsky.social/post/3kntg222wlk2g,civic,left-leaning,civic,left-leaning
344,https://bsky.app/profile/mmasnick.bsky.social/post/3knty3h2qye2w,civic,left-leaning,civic,left-leaning
345,https://bsky.app/profile/unstablemongoose.bsky.social/post/3kngniii2gi2r,civic,left-leaning,civic,left-leaning
346,https://bsky.app/profile/ruemcclammyhand.bsky.social/post/3kntuinenm323,civic,left-leaning,civic,left-leaning
347,https://bsky.app/profile/helenkennedy.bsky.social/post/3knu2ubr4sc26,civic,left-leaning,civic,left-leaning
348,https://bsky.app/profile/saramchenry.bsky.social/post/3kntr4xlrz422,civic,left-leaning,civic,left-leaning
349,https://bsky.app/profile/rincewind.run/post/3kntu2kmjee2b,civic,left-leaning,not civic,
350,https://bsky.app/profile/leavittalone.bsky.social/post/3knrx45l4ce2r,civic,left-leaning,civic,left-leaning
351,https://bsky.app/profile/rincewind.run/post/3kntqhpdh4d24,civic,left-leaning,civic,left-leaning
352,https://bsky.app/profile/rincewind.run/post/3kntzq7pxg52m,civic,left-leaning,civic,left-leaning
353,https://bsky.app/profile/merrittk.com/post/3kntzspsje52z,civic,left-leaning,civic,left-leaning
