Link,Text,Retweets,Likes,Comments,Feed,Timestamp,Goal: collect attention-grabbing political tweets
https://bsky.app/profile/brianklaas.bsky.social/post/3kntizxxzis23,"Here’s the thing about Pence: If Kamala Harris said she wasn’t endorsing Biden, it would be blaring headlines, weeks of commentary about Democrats in disarray, etc. This Pence news will be a blip. The press will treat it as baked in. It’s the banality of crazy.",35,170,11,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/pkrugman.bsky.social/post/3knsutaqimd2i,"So Quinnipiac is doing swing-state polls that among other things ask people both about the state of the economy and their personal finances. Here's Michigan, but you see the same disconnect elsewhere",76,286,18,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/pkrugman.bsky.social/post/3knsuujkgnd22,"I keep seeing claims that never mind the macro data, people's lived experience is of a bad economy. But consumer sentiment isn't a lived experience; it's a narrative, and one that is actually at odds with people's personal lives",14,170,2,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/lamhfada.bsky.social/post/3knsu7us5hm2i,"Sally Rooney in the Irish Times on the crimes against humanity in #Gaza. . ""If Biden is refusing to leverage these same resources in order to make Israel comply with US policy, the only reasonable conclusion is that this war is already US policy."" https://www.irishtimes.com/culture/books/2024/03/16/killing-in-gaza-has-been-supported-by-irelands-good-friend-in-the-white-house/",87,167,3,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/mmasnick.bsky.social/post/3knty3h2qye2w,"So a bigtime Republican donor took control of the ""Ruth Bader Ginsburg Women’s Leadership Award,"" removed ""Women's"" from the award name, and granted the award to Elon Musk, Rupert Murdoch, and Michael Milken?",41,166,17,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/chantalalive.bsky.social/post/3kntip4zk7d2e,Frankly it should not be as ok for people to express that they think mentally ill people & homeless people are a problem society needs to solve by incarcerating. Because that’s wrong. It’s a tragedy of this world that this perspective is so normalized many will never question it.,54,164,3,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/marisakabas.bsky.social/post/3knuiccqspl24,the part that actually pisses me off the most is “doomsday vision”…it’s not a vision! we’ve literally lived through it! he tried to overthrow the government!!!!,36,194,8,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/marisakabas.bsky.social/post/3knuhvjaew324,CAUSTIC AND DISCURSIVE,77,453,27,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/wolvendamien.bsky.social/post/3knthj24stk22,The U.S. Student Loan system is a predatory scam predicated on people being coerced to think in very particular ways about an education which should be free to begin with. Everybody get your remittance as you can.,34,164,2,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/billcorbett.bsky.social/post/3knt3falxex2i,"Yeah it’s actually kind of amazing! And pretty recent. So I’m grateful for that. But the antivirals are still ridiculously expensive, putting them out of reach for too many people. There are organizations trying to help with that but overall it’s due to our awful, heartless healthcare system.",8,161,3,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/emptywheel.bsky.social/post/3knsncyl6xk2h,"Given the hiring of Christina Bobb and Scott Presler and the termination of the mail in voting program at RNC, I'm beginning to think discussions of Trump ""winning"" the election are a category error.",33,160,16,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/helenkennedy.bsky.social/post/3knu2ubr4sc26,"Matt Taibbi whines that Elon Musk, it turns out, is no free speech champion. ""He’s currently disenfranchising thousands of Substack writers, including including me. And no one seems to care in the press,” Taibbi said. I'm trying to imagine a scenario in which I could be less sympathetic.",19,162,20,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/ellearmageddon.bsky.social/post/3kntztqkpds2q,"one of the most common long-covid symptoms is a persistent cough, which is treated by using an inhaler. people with respiratory issues aren’t the problem, a society that prioritizes capital over humans is.",28,161,6,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/atherton.bsky.social/post/3knttpz7an22q,"To be true to its namesake, the RBG award must be given posthumously to someone who kept working until an ideological opponent could appoint their replacement, and in so doing strip away 1 to 3 rights from the population at large.",21,159,3,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/merrittk.com/post/3kntzspsje52z,its going to be so funny when trump dies as a result of falling in the shower or choking on a piece of steak,5,150,14,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/rincewind.run/post/3kntqhpdh4d24,"his campaign is literally just “woe is me I am the most persecuted man in the history of the world” that’s it, that’s all he’s got, and the fact that the Times and company keep pretending there’s a coherent policy stance other than revenge is infuriating",14,139,5,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/jbouie.bsky.social/post/3knqbtrdzrz2n,that’s right. there is a lot of very good evidence that americans are just as productive with a four-day work week and much happier to boot. what’s the point of having such a wealth society if we are not going to try to benefit from it?,814,4280,146,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/lethalityjane.bsky.social/post/3kngn4umr3z2e,"The hill I will die on is that this is not a digital problem. We don't send younger kids out to play by themselves anymore for fear of kidnapping/CPS, and those kids become teens who don't do it either. There's also a loss of third spaces for teens. Even the freaking malls require chaperones.",821,3684,195,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/lethalityjane.bsky.social/post/3kngn7cloxu2w,There's been a huge movement towards infantilizing teenagers instead of moving them towards independence. I see a ton of people online saying how horrible it is for teens to work part time when they're in school. Having a part-time job was super common when I was a kid.,40,691,26,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/unstablemongoose.bsky.social/post/3kngniii2gi2r,"Also, shit costs more. You’re not getting a $2 matinee anymore and the minimum wage hasn’t gone up since you still could.",5,324,1,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/iamspacegirl.bsky.social/post/3knegcr3e3u2x,Most traditional american jobs just don’t exist anymore. No longer can I build a giant object in my yard and charge people to see it. I am not allowed to descend a waterfall in a barrel for a hefty fee. My wagon full of questionable handmade potions has been sanctioned and seized by law enforcement.,797,3621,89,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/kashana.bsky.social/post/3kno37bon6326,"TikTok might be violating our privacy, which is why we need to make sure it’s owned by the people who think you should be tracked across state lines if you want an abortion.",1236,3298,75,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/jbouie.bsky.social/post/3knqxnk2ils2i,"the thing about the vances, the hawleys, the cottons and the desantises is that they all have loser energy, meaning they all have politics that seem to emerge from deep seated feelings of social inadequacy and resentment toward people with the status they crave",415,3017,109,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/chriswarcraft.bsky.social/post/3knrdpdp7xd2b,"I don’t want Supreme Court justices that are friends with each other, I want Supreme Court justices who are unflinchingly against religious fundamentalism and fascism, especially if it’s coming from their colleagues.",575,2588,38,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/mommunism.bsky.social/post/3kneg3vwgzl2p,If JD Vance becomes vice president the blame is squarely on the shoulders of every liberal who bought Hillbilly Elegy and didn’t listen to actual people from Appalachia telling you what a fraud he was.,528,2413,56,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/sararoseg.bsky.social/post/3knlniky53223,"JK Rowling is now claiming that the Nazis didn’t burn books on trans healthcare. In fact the Institut für Sexualwissenschaft (Institute for Sexology) was active in Berlin for 14 years until it, along with its libraries, were destroyed by the Nazis in 1933.",985,2392,37,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/sararoseg.bsky.social/post/3knlnrllvyk2k,"It was the first of its kind in the world, with pioneering research on LGBT & intersex healthcare. It was led by Magnus Hirschfield, a dedicated campaigner for LGBT rights (who was mocked on the front cover of Der Stürmer in 1929 for his Jewish ancestry & theories on sex, gender & sexuality)",68,1003,2,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/sararoseg.bsky.social/post/3knloepgvdk2f,"I would like, at this point, to remind people in general that denial or minimisation or Nazi crimes is a form of *Holocaust denial* As a Jewish cis woman I find this as appalling & evil when aimed at trans Holocaust victims as I would if it were aimed at my own ancestors.",164,1376,5,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/rainsurname.bsky.social/post/3knhl3db6jt2y,"Did you know John Cena's bit at the Oscars was to support the costume designers' union, which is mostly female, which gets paid 30% less than the male-dominated departments? They may have to strike this summer, & their campaign motto is ""You're Naked Without Us.""",765,2262,18,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/kashana.bsky.social/post/3knlxntshtk2h,"“Just because we took your rights doesn’t mean you have to like, flip out about it.”",457,2083,126,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/mtsw.bsky.social/post/3knotbzuddk2p,"If Biden wins the Presidency but Republicans win one or both houses of Congress, there will be a major effort to make it seem like the Congressional ratification of the electoral count is a moment of high drama that has the potential to reverse the outcome. If that's the case, a coup is likely.",144,1015,25,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/mtsw.bsky.social/post/3knote5ud6422,"Biden should make it clear as possible, as soon as possible, that any member of congress who votes to override the legal outcome of the election will be thrown out of congress and prosecuted. It's a coup and you need to treat it like one or your power will be stolen by it!",98,922,18,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/jbouie.bsky.social/post/3knovwzjb4c2j,this is absolutely correct. one of the arguments i kept making in the aftermath of january 6 was that the attempt to turn a pro forma ceremony into a moment of real political contestation had revolutionary implications for american political life.,461,2027,28,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/jbouie.bsky.social/post/3knovykscwk2i,it is important to emphasize again and again that the election happens in november and the only choice that matters is that of the voters. the electoral counting process has no significance outside of its procedural necessity.,168,1227,14,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/evangreer.bsky.social/post/3knk45rdb722i,"Every Irish band booked to play SXSW has pulled out, joining the boycott in solidarity with Gaza. You love to see it",568,1986,21,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/joshuajfriedman.com/post/3knjpith6ze2p,"The 5th Circuit grants a Texas father the right to deny his daughter access to birth control, holding that Title X does not override parents' ""right to consent to their teenagers’ obtaining contraceptives"" under state law. (via @mjsdc.bsky.social)",190,499,107,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/coachfinstock.bsky.social/post/3knjri3xoj42x,A lawyer on Twitter got so livid with me when I asked what the point of going to law school was if the 5th Circuit purposefully misinterprets the law to fit their ideology and I stand by that,317,1955,44,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/theradr.bsky.social/post/3knk7aq4twk24,"“Just because they’re appointing Kavanaugh doesn’t mean Roe is dead, don’t get so hysterical.” “They’re only coming for abortion, they’re never going to touch birth control”",593,1819,32,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/vpsreports.bsky.social/post/3knpgffqs6k2a,EVERY JOURNALIST THAT RAN A “NEX COMMITTED SUICIDE” STORY SHOULD BE FIRED,687,1831,29,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/markwaid.bsky.social/post/3knowtron3322,"Congress, why are you banning TikTok when Microsoft Teams is RIGHT THERE",365,1805,33,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/encephalophagy.bsky.social/post/3knnot5qsut22,"My mother is a deeply religious boomer. She doesn't understand queer theory. And you know what? She doesn't need to. About trans people, she says, ""They are not hurting anyone, so who are we to stand in the way of their happiness?"" That's literally all it takes not to be asshole!",296,1769,30,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/jgownder.bsky.social/post/3knji5ltct32a,"In a drastic attempt to protect their beachfront homes, residents in Salisbury, Massachusetts, invested $500,000 in a sand dune to defend against encroaching tides. After being completed last week, the barrier made from 14,000 tons of sand lasted just 72 hours before it was completely washed away",466,1722,266,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/newamauta.bsky.social/post/3knf4e4w7le22,"What's not being talked about is how Lily Gladstone brought 28 Indigenous Osage singers to the Oscars to sing 'Wahzhazeh' (""A Song For My People""). For Natives it's not about the individual, it's about uplifting community",397,1700,14,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/knilirabaj.bsky.social/post/3knlh2nv2rx2q,"RIP Breonna Taylor. Murdered by LMPD on March 13, 2020. Always say her name.",601,1650,16,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/gonebabygone.bsky.social/post/3knj3lcnwsk2y,"Today in 1990, activists lobbying for passage of the Americans With Disabilities Act abandoned wheelchairs and other mobility aids for the ""Capitol Crawl"" up the building steps. Jennifer Keelan, an 8-year-old with cerebral palsy, told cameramen ""I'll take all night if I have to!""",554,1641,18,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/josiah.lol/post/3knr6koe6fp26,White male fragility on display,322,1597,52,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/secretaboutbox.bsky.social/post/3knlqwt2l322n,reskeet if the existence of trans people makes you smile,1474,1598,21,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/kellybarnhill.bsky.social/post/3knljdq4r6m2k,"The worst thing capitalism ever did to creative people is convincing us that we don't deserve a living wage. And worse, that accepting less was our idea, actually - that insisting on fair compensation is laughable, and cringey. Guys. It's not.",522,1645,22,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/machete.gay/post/3kngazrt44n2y,"Not to sound like some kind of trad, but one of the reasons our society is spinning apart is the cultural rejection of shame. People behaving like howling toddlers in airplanes, weird creeps photographing and filming strangers, open support for totalitarian idiots. It's shameful behavior.",286,1503,56,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/jesseltaylor.bsky.social/post/3knp2ktkfqs2g,"I agree, trans women should not compete in sports if they count as 16 people",322,1795,63,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/michaelhobbes.bsky.social/post/3knnwnfo6cd2m,Reminder that years of panicked news coverage about this clinic have not unearthed a single case of a minor being rushed into gender affirming care. Puberty blockers are prescribed to thousands of cis kids every year with no concern trolling about side effects or reversibility.,505,1484,17,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/gbbranstetter.bsky.social/post/3knnswnhia42r,"1,800 cops charged with child sexual abuse in the last two decades, targeting mainly teen girls they encountered as a part of their work, according to the Washington Post. The Post leads with the story of a teen girl assaulted by a cop who was processing her rape kit from a different assault.",757,1401,37,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/knilirabaj.bsky.social/post/3knilna5ius2f,"March 12, 1990. US Capitol Crawl. Disabled activists went up the steps of the US Capitol building without their mobility aids and devices in order to demonstrate the need for Congress to pass the Americans with Disabilities Act.",504,1390,13,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/kashana.bsky.social/post/3knlke7yvz222,"Facebook will turn your pregnant friend over to the cops, so of course we’re only worried about TikTok.",341,1363,21,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/murshedz.bsky.social/post/3kno66rxcbf2e,Shouldn’t this is be a major topic of discussion on all major traditional media news outlets? An oligarch controlling one of the major social media platforms with billions of taxpayer funded contracts implicating national security is enamored with race science? Where is the non stop coverage?,401,1306,45,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/chadloder.bsky.social/post/3knmjanu2u22u,"NEW: Twitter has deleted the thread which revealed the real name of the infamous neo-Nazi comic artist known as ""StoneToss""",520,1291,50,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/leer.bsky.social/post/3knh3k7kgg22p,"Most articles where the author complains about Covid safety boil down to ""I love thinking of myself as a compassionate person and the constant reminders that I am selfish are stressful.""",390,1287,13,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/jbouie.bsky.social/post/3kniqsm2hz622,so basically biden had the kinds of brain farts that everyone experiences and hur spun it as if the president were senile. https://www.nytimes.com/2024/03/12/us/politics/hur-biden-memory-transcript.html,271,1282,45,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/tomtomorrow.bsky.social/post/3knr4b7y5a22l,is it dreadfully impolite to suggest that the corrupt bribe-taking justice married to a literal insurrectionist should fucking resign,212,1251,25,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/brendelbored.bsky.social/post/3knlzq5rffc2i,"New York Times Reporter: I am in month 7 on my report on Cobalt mining, I work 87 hours a week and have to avoid militias, my paycheck is $35,000 a year New York Times Op-Ed writer: *pauses Great British Bake-off* what a bird taught me about the deficit *click click click* submit, nice another 200k",228,1241,13,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/cvh.bsky.social/post/3knjs3ge2zo2u,"Two tidbits: -The father suing says his daughters have never tried and have no intention of trying to get contraceptives from a title x clinic, but somehow the case still has standing -his lawyer is the architect of SB 8–texas' abortion ban",488,1238,36,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/kevinmkruse.bsky.social/post/3knonbpmxos2e,Congrats to the Indiana business school students who will be required to read Marx now,290,1233,84,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/xoxogossipgita.bsky.social/post/3knhb6bowze2o,I just went on a walk with my very patient husband and ranted about this at length but: the emphasis on personal choice in terms of covid safety has led to this situation where people think that you’re wearing a mask AT them,196,1219,38,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/mtsw.bsky.social/post/3kneabcfmam2r,"Made this point before, but you can't understand conservative obsession with cartels as a pressing safety issue for Americans without understanding that cartels largely displaced ""terrorists"" as the default villain in the type of network TV cop/troop procedural they advertise on NFL games",186,1213,40,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/gbbranstetter.bsky.social/post/3knj75qu6vn2y,Literally just the presence of a trans person at a Space Camp in Alabama has invited statements from three federal office holders,325,1205,70,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/17/2024,
https://bsky.app/profile/joshuajfriedman.com/post/3knfcdvb6t22r,"Actual Glazer quote: ""Right now, we stand here as men who refute their Jewishness and the Holocaust being hijacked by an occupation which has led to conflict for so many innocent people.""",416,1195,12,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/18/2024,
https://bsky.app/profile/golikehellmachine.bsky.social/post/3knh6zd4fv326,"once again, i am asking if there is literally anyone in the entire US government who might be interested in reevaluating our federal relationships with an executive who is being not at all subtle about his willingness to lie to tens of millions of people to influence federal elections",253,1165,48,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/18/2024,
https://bsky.app/profile/rincewind.run/post/3knjqnssmzr2a,they came for abortion they're coming for IVF they're coming for birth control it's never going to stop,393,1158,32,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/18/2024,
https://bsky.app/profile/tylerking.bsky.social/post/3knhrouyyak2z,"Eat shit, Ron. “A lawsuit settlement over Florida’s Don’t Say Gay statute announced Monday affirms that teachers and students can discuss LGBTQ+ issues and have access to related library books, largely canceling many of the impacts of the signature legislation from Republican Gov. Ron DeSantis.”",409,1107,9,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/18/2024,
https://bsky.app/profile/breelundberg.com/post/3kngwl2iigl2m,"For whoever needs to hear it today: taking precautions to avoid catching covid does NOT make you an ""anxious"" person!! It's not unreasonable to want to keep yourself/others healthy! Anyone who says you're a burden or should ""compromise"" by putting yourself at risk should go kick rocks for eternity.",341,1094,29,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/18/2024,
https://bsky.app/profile/profmusgrave.bsky.social/post/3kngl45twie23,It's not clear to me that there's a broad understanding in the American public that Ukraine may well lose and that this will be largely House Republicans' fault. I'd bet that if it does lose that Republicans will blame Biden and this will find some of an audience.,280,1091,32,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/18/2024,
https://bsky.app/profile/bachynski.bsky.social/post/3knvd764tfu2y,"“On this St. Patrick’s Day… we are appealing to the conscience of Irish America. We ask Irish Americans in their capacity as citizens, as members of cultural and benevolent societies, as political leaders, to use their influence to avert a Famine as severe as the one faced by their ancestors.”",642,1199,10,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/18/2024,
https://bsky.app/profile/bencollins.bsky.social/post/3knqlj267ld2q,"Completely maddening watching regular people I like hoovering up GOP scare bullshit with no real evidence and now excitedly endorsing a TikTok ban because it makes them appear reasonable or centrist. It’d be the first time America banned an app at this scale, a true speech issue, and it’s all vibes.",196,1086,55,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/18/2024,
https://bsky.app/profile/shengokai.bsky.social/post/3knjxmgdd4s2a,"The very concept of “pre-existing conditions” as something not covered by insurance, and therefore solely the patient’s responsibility is immoral and as close an example of institutional cruelty as I can provide. Just fucking evil.",258,1070,16,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/18/2024,
https://bsky.app/profile/junlper.bsky.social/post/3knjeikjx4w2f,i hope we can all agree that the ideal solution to the libsoftiktok problem is that in a just society she would have likely been taken care of a long time ago,70,1054,38,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/18/2024,
https://bsky.app/profile/markharris.bsky.social/post/3knjbkoqy3r2x,"Jonathan Glazer basically said, we're Jews who made a movie about the Holocaust, and Jews who use their Jewish identity or invoke the Holocaust to justify what's happening in Gaza do not speak for us. And he continues to be demonized and vilified for it. https://www.hollywoodreporter.com/movies/movie-news/jonathan-glazer-oscars-speech-condemned-holocaust-survivors-foundation-1235850275/",299,1040,24,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/18/2024,
https://bsky.app/profile/joshuafoust.com/post/3kngjtesfd22j,"One reason I don't get bent out of shape about TikTok's privacy stuff is that Americans, including the Senators and officials making noise about ByteDance, simply do not care about privacy issues. If they did, they'd pass a privacy law, not an anti-this-app-only law. It's all fake, they don't care.",305,1018,25,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/18/2024,
https://bsky.app/profile/mtsw.bsky.social/post/3knotbzuddk2p,"If Biden wins the Presidency but Republicans win one or both houses of Congress, there will be a major effort to make it seem like the Congressional ratification of the electoral count is a moment of high drama that has the potential to reverse the outcome. If that's the case, a coup is likely",144,1015,25,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/18/2024,
https://bsky.app/profile/notalawyer.bsky.social/post/3knhajqkgv22z,"the Glazer stuff should be another reminder to activists: there's really nothing you can say in support of Palestinians that won't be misconstrued and twisted. your words matter, but don't waste your time trying to placate bad faith actors",214,985,7,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/18/2024,
https://bsky.app/profile/rbreich.bsky.social/post/3kno63o53g22f,I'm not saying we shouldn't worry about how China might be using TikTok to steal our data and manipulate us... But why aren't we at least as worried about the U.S. billionaires who own the other apps stealing our data and trying to manipulate us?,269,973,48,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/18/2024,
https://bsky.app/profile/clancyny.bsky.social/post/3knh2gspnxk2a,"""Hundreds of new books featuring characters of color and LGBTQ+ themes were found by the trash at a Staten Island elementary school."" In boxes designated “not approved,” books bore Post-It notes: ""teenage girls having a crush on another girl in class"" and “negative slant on white people.”",508,949,27,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,3/18/2024,
